"","Kilometres","Zone","Bonus","Make","Insured","Claims","Payment"
"1134","4","3","3","3",38.48,1,4375
"1135","4","3","3","4",71.03,2,5964
"1136","4","3","3","5",86.96,11,42621
"1137","4","3","3","6",250.19,20,173266
"1138","4","3","3","7",2895.95,201,920468
"1139","4","3","4","1",449.5,29,195168
"1140","4","3","4","2",106.66,7,51072
"1141","4","3","4","3",50.85,3,34954
"1142","4","3","4","4",49.51,2,11339
"1143","4","3","4","5",93.52,3,4737
"1144","4","3","4","6",229.73,14,69250
"1145","4","3","4","7",2952.82,182,861198
"1146","4","3","5","1",623.39,41,164990
"1147","4","3","5","2",165.36,8,49197
"1148","4","3","5","3",107.24,6,9345
"1149","4","3","5","4",53.95,2,4256
"1150","4","3","5","5",115.89,13,33965
"1151","4","3","5","6",289.39,14,64812
"1152","4","3","5","7",3994.53,245,1167206
"1153","4","3","6","1",1211.8,55,204035
"1154","4","3","6","2",331.56,27,160170
"1155","4","3","6","3",244.41,21,112398
"1156","4","3","6","4",69.85,4,7558
"1157","4","3","6","5",285.97,13,72538
"1158","4","3","6","6",501.96,17,79132
"1159","4","3","6","7",7383.85,445,2461780
"1160","4","3","7","1",6637.23,243,1109910
"1161","4","3","7","2",1681.52,71,377529
"1162","4","3","7","3",1688.25,47,211505
"1163","4","3","7","4",319.83,6,49844
"1164","4","3","7","5",1402.18,55,204355
"1165","4","3","7","6",2650.35,76,436313
"1166","4","3","7","7",38831.29,1550,8324494
"1167","4","4","1","1",559.52,82,333333
"1168","4","4","1","2",79.18,9,83389
"1169","4","4","1","3",52.97,5,10472
"1170","4","4","1","4",139.86,4,13468
"1171","4","4","1","5",125.06,21,139195
"1172","4","4","1","6",395.86,34,101041
"1173","4","4","1","7",4265.52,484,2056493
"1174","4","4","2","1",759.38,75,461748
"1175","4","4","2","2",95.99,9,12058
"1176","4","4","2","3",61.91,2,10300
"1177","4","4","2","4",162.43,7,38966
"1178","4","4","2","5",171.4,17,79870
"1179","4","4","2","6",581.13,31,233888
"1180","4","4","2","7",5354.53,421,2232785
"1181","4","4","3","1",882.28,67,325944
"1182","4","4","3","2",140.89,6,22634
"1183","4","4","3","3",80.68,1,3416
"1184","4","4","3","4",120.58,3,70053
"1185","4","4","3","5",168.89,12,23087
"1186","4","4","3","6",566.4,24,143467
"1187","4","4","3","7",5475.07,341,1845396
"1188","4","4","4","1",930.38,53,294693
"1189","4","4","4","2",186.23,13,91535
"1190","4","4","4","3",103.32,2,12215
"1191","4","4","4","4",95.19,3,36777
"1192","4","4","4","5",202.06,16,71636
"1193","4","4","4","6",507.25,21,47506
"1194","4","4","4","7",5594.95,301,1640360
"1195","4","4","5","1",1240.15,72,441578
"1196","4","4","5","2",271.62,16,87667
"1197","4","4","5","3",229.54,14,83355
"1198","4","4","5","4",95.75,2,8741
"1199","4","4","5","5",262.73,18,44435
"1200","4","4","5","6",575.18,17,65613
"1201","4","4","5","7",7688.7,348,2066379
"1202","4","4","6","1",2278.6,101,444371
"1203","4","4","6","2",587.8,31,122651
"1204","4","4","6","3",504.36,14,103196
"1205","4","4","6","4",124.82,2,31519
"1206","4","4","6","5",520.21,26,116043
"1207","4","4","6","6",969.68,40,193661
"1208","4","4","6","7",14176.62,653,3422344
"1209","4","4","7","1",14598.67,444,2526990
"1210","4","4","7","2",3769.94,118,775364
"1211","4","4","7","3",3657.95,104,731869
"1212","4","4","7","4",639.63,8,13695
"1213","4","4","7","5",3018.7,95,485071
"1214","4","4","7","6",6256.55,150,730785
"1215","4","4","7","7",84665.15,2718,14261028
"1216","4","5","1","1",66.18,11,86991
"1217","4","5","1","2",12.2,2,4206
"1218","4","5","1","3",10.46,0,0
"1219","4","5","1","4",12.55,1,31442
"1220","4","5","1","5",16.22,1,617
"1221","4","5","1","6",45.16,1,1606
"1222","4","5","1","7",600.57,86,297559
"1223","4","5","2","1",95.88,4,40620
"1224","4","5","2","2",14.67,1,1234
"1225","4","5","2","3",9.1,0,0
"1226","4","5","2","4",14.04,0,0
"1227","4","5","2","5",23.38,5,10834
"1228","4","5","2","6",64.73,6,80041
"1229","4","5","2","7",705,66,251890
"1230","4","5","3","1",106.06,9,52060
"1231","4","5","3","2",25.79,3,5523
"1232","4","5","3","3",12.55,1,901
"1233","4","5","3","4",12.61,1,2693
"1234","4","5","3","5",28.41,1,1300
"1235","4","5","3","6",69.25,4,10121
"1236","4","5","3","7",727.67,44,270042
"1237","4","5","4","1",122.77,6,40268
"1238","4","5","4","2",28.66,1,1100
"1239","4","5","4","3",18.5,1,1855
"1240","4","5","4","4",10,0,0
"1241","4","5","4","5",29.15,0,0
"1242","4","5","4","6",71.37,4,11034
"1243","4","5","4","7",774.63,47,293039.75
"1244","4","5","5","1",186.4,6,97634
"1245","4","5","5","2",39.3,2,32030
"1246","4","5","5","3",31.63,2,6342
"1247","4","5","5","4",5.84,0,0
"1248","4","5","5","5",33.94,5,13825
"1249","4","5","5","6",88.3,2,32833
"1250","4","5","5","7",1083.7,61,312144.5
"1251","4","5","6","1",359.83,15,218411
"1252","4","5","6","2",79.26,10,50649
"1253","4","5","6","3",73.62,5,8906
"1254","4","5","6","4",13.33,0,0
"1255","4","5","6","5",83.2,6,49166
"1256","4","5","6","6",138.19,4,18433
"1257","4","5","6","7",2076.25,94,337528.5
"1258","4","5","7","1",1855.3,65,358790
"1259","4","5","7","2",457.25,25,217118
"1260","4","5","7","3",442.87,16,74000
"1261","4","5","7","4",61.12,2,3887
"1262","4","5","7","5",367.21,21,109371
"1263","4","5","7","6",633.37,19,145079
"1264","4","5","7","7",10184.19,423,2141030.25
"1265","4","6","1","1",187.75,35,171592
"1266","4","6","1","2",24.04,4,15092
"1267","4","6","1","3",13.61,2,32158
"1268","4","6","1","4",33.47,1,4487
"1269","4","6","1","5",41.84,8,13586
"1270","4","6","1","6",136.14,19,42561
"1271","4","6","1","7",1285.21,145,725324
"1272","4","6","2","1",259.57,30,142441
"1273","4","6","2","2",29.78,1,2640
"1274","4","6","2","3",16.41,0,0
"1275","4","6","2","4",37.07,1,9869
"1276","4","6","2","5",58.8,4,11865
"1277","4","6","2","6",209.75,8,80833
"1278","4","6","2","7",1701.76,133,497338
"1279","4","6","3","1",299.91,19,169849
"1280","4","6","3","2",28.45,0,0
"1281","4","6","3","3",22.83,0,0
"1282","4","6","3","4",30.88,0,0
"1283","4","6","3","5",54.01,4,4943
"1284","4","6","3","6",181.06,11,42891
"1285","4","6","3","7",1717.22,95,406938
"1286","4","6","4","1",300.59,17,117401
"1287","4","6","4","2",44.31,5,12173
"1288","4","6","4","3",28,0,0
"1289","4","6","4","4",19.33,0,0
"1290","4","6","4","5",53.55,3,5949
"1291","4","6","4","6",163.02,7,25358
"1292","4","6","4","7",1682.86,87,492167
"1293","4","6","5","1",385.54,16,110578
"1294","4","6","5","2",84.29,6,13624
"1295","4","6","5","3",64.25,1,1518
"1296","4","6","5","4",23.74,0,0
"1297","4","6","5","5",78.56,6,20737
"1298","4","6","5","6",198.91,7,20881
"1299","4","6","5","7",2147.7,117,671748
"1300","4","6","6","1",772.69,32,120917
"1301","4","6","6","2",188.97,11,69871
"1302","4","6","6","3",141.34,4,49093
"1303","4","6","6","4",35.49,0,0
"1304","4","6","6","5",160.82,7,53193
"1305","4","6","6","6",328.78,17,79488
"1306","4","6","6","7",4148.21,179,1053318
"1307","4","6","7","1",4739.07,156,1031429
"1308","4","6","7","2",1134.37,45,235652
"1309","4","6","7","3",1078.25,32,168555
"1310","4","6","7","4",151.43,2,5982
"1311","4","6","7","5",971.01,35,95823
"1312","4","6","7","6",1928.14,45,368238
"1313","4","6","7","7",24775.12,861,4584081
"1314","4","7","1","1",3.39,1,303
"1315","4","7","1","2",2.34,0,0
"1316","4","7","1","3",0.8,0,0
"1317","4","7","1","4",2.49,0,0
"1318","4","7","1","5",1.34,1,906
"1319","4","7","1","6",8.71,0,0
"1320","4","7","1","7",80.35,6,66711
"1321","4","7","2","1",19.19,0,0
"1322","4","7","2","2",3.27,0,0
"1323","4","7","2","3",0.38,0,0
"1324","4","7","2","4",5.71,1,31442
"1325","4","7","2","5",4.12,1,31442
"1326","4","7","2","6",10.07,0,0
"1327","4","7","2","7",116.18,10,33310
"1328","4","7","3","1",15.14,1,1441
"1329","4","7","3","2",4.09,0,0
"1330","4","7","3","3",0.9,0,0
"1331","4","7","3","4",1.06,0,0
"1332","4","7","3","5",2.02,0,0
"1333","4","7","3","6",6.7,0,0
"1334","4","7","3","7",107.52,8,14449
"1335","4","7","4","1",14.41,0,0
"1336","4","7","4","2",1.92,1,794
"1337","4","7","4","3",0.96,0,0
"1338","4","7","4","4",1.16,0,0
"1339","4","7","4","5",3.85,0,0
"1340","4","7","4","6",5.92,0,0
"1341","4","7","4","7",114.96,8,53095
"1342","4","7","5","1",14.35,0,0
"1343","4","7","5","2",4.57,0,0
"1344","4","7","5","3",3.34,0,0
"1345","4","7","5","4",3.56,0,0
"1346","4","7","5","5",7.44,0,0
"1347","4","7","5","6",13.81,0,0
"1348","4","7","5","7",152.29,7,49986
"1349","4","7","6","1",31.22,2,4738
"1350","4","7","6","2",14.4,0,0
"1351","4","7","6","3",4.81,0,0
"1352","4","7","6","4",6.03,0,0
"1353","4","7","6","5",4.25,2,2063
"1354","4","7","6","6",13.08,1,1769
"1355","4","7","6","7",308.93,10,22382
"1356","4","7","7","1",288.36,12,41206
"1357","4","7","7","2",84.68,1,1200
"1358","4","7","7","3",29.99,1,31442
"1359","4","7","7","4",19.07,1,3608
"1360","4","7","7","5",37.96,1,1455
"1361","4","7","7","6",113.33,2,7618
"1362","4","7","7","7",1796.07,59,261913
"1363","5","1","1","1",49.31,11,23218
"1364","5","1","1","2",22.93,6,14940
"1365","5","1","1","3",34.01,9,101091
"1366","5","1","1","4",6.08,0,0
"1367","5","1","1","5",17.77,4,4164
"1368","5","1","1","6",18.59,1,3044
"1369","5","1","1","7",609.95,104,381538
"1370","5","1","2","1",77.53,6,16812
"1371","5","1","2","2",29.09,5,9656
"1372","5","1","2","3",36.39,6,10543
"1373","5","1","2","4",11.32,1,8231
"1374","5","1","2","5",18.74,3,4571
"1375","5","1","2","6",32.02,3,38542
"1376","5","1","2","7",753.06,87,392466
"1377","5","1","3","1",85.77,4,14451
"1378","5","1","3","2",36.08,2,3784
"1379","5","1","3","3",34.31,6,8274
"1380","5","1","3","4",12.01,1,917
"1381","5","1","3","5",19.1,4,14439
"1382","5","1","3","6",32.8,4,12608
"1383","5","1","3","7",756.75,92,605394
"1384","5","1","4","1",105.73,15,90111
"1385","5","1","4","2",35.14,6,38663
"1386","5","1","4","3",53.38,1,3000
"1387","5","1","4","4",6.89,1,4686
"1388","5","1","4","5",18.19,3,3372
"1389","5","1","4","6",34.63,2,3178
"1390","5","1","4","7",794.66,71,430373
"1391","5","1","5","1",166.1,7,40729
"1392","5","1","5","2",66.54,5,43356
"1393","5","1","5","3",48.99,7,17562
"1394","5","1","5","4",10.91,1,993
"1395","5","1","5","5",32.5,5,47591
"1396","5","1","5","6",53.9,4,15205
"1397","5","1","5","7",1099.58,100,415856
"1398","5","1","6","1",344.68,32,184118
"1399","5","1","6","2",125.36,15,34894
"1400","5","1","6","3",130.03,11,66353
"1401","5","1","6","4",15,0,0
"1402","5","1","6","5",73.29,10,122551
"1403","5","1","6","6",95.16,4,9655
"1404","5","1","6","7",2241.56,181,747417
"1405","5","1","7","1",1528.57,87,483084
"1406","5","1","7","2",567.56,35,209646
"1407","5","1","7","3",563.23,34,107767
"1408","5","1","7","4",65.95,3,12950
"1409","5","1","7","5",278.46,24,93032
"1410","5","1","7","6",395.47,10,27088
"1411","5","1","7","7",9132.56,533,2487325
"1412","5","2","1","1",52.42,9,50023
"1413","5","2","1","2",18.13,3,33786
"1414","5","2","1","3",13.45,0,0
"1415","5","2","1","4",7.31,2,6906
"1416","5","2","1","5",17.93,7,18501
"1417","5","2","1","6",35.36,2,5317
"1418","5","2","1","7",523.98,87,362434
"1419","5","2","2","1",73.64,7,45054
"1420","5","2","2","2",25.83,4,12796
"1421","5","2","2","3",17.27,1,148
"1422","5","2","2","4",14.44,0,0
"1423","5","2","2","5",23.46,2,6103
"1424","5","2","2","6",58.09,5,36882
"1425","5","2","2","7",747.62,100,460968
"1426","5","2","3","1",126.64,11,28994
"1427","5","2","3","2",35.86,4,8066
"1428","5","2","3","3",21.01,2,10160
"1429","5","2","3","4",16.24,0,0
"1430","5","2","3","5",19.53,1,6861
"1431","5","2","3","6",56.42,3,7874
"1432","5","2","3","7",891.87,67,320733
"1433","5","2","4","1",138.08,16,134301
"1434","5","2","4","2",41.49,3,7068
"1435","5","2","4","3",34.65,3,38011
"1436","5","2","4","4",12.24,0,0
"1437","5","2","4","5",24.21,6,25737
"1438","5","2","4","6",54.79,2,2560
"1439","5","2","4","7",950.69,72,395056
"1440","5","2","5","1",199.99,14,66020
"1441","5","2","5","2",67.63,8,23998
"1442","5","2","5","3",44.13,1,2288
"1443","5","2","5","4",12.04,0,0
"1444","5","2","5","5",37.01,2,5688
"1445","5","2","5","6",67.39,4,5756
"1446","5","2","5","7",1364.52,106,362377
"1447","5","2","6","1",452.94,31,97902
"1448","5","2","6","2",166.21,17,158030
"1449","5","2","6","3",127.04,10,66279
"1450","5","2","6","4",16.52,1,1800
"1451","5","2","6","5",91.55,8,9753
"1452","5","2","6","6",135.02,3,8171
"1453","5","2","6","7",2851.44,165,930976
"1454","5","2","7","1",2110.59,107,595146
"1455","5","2","7","2",708.77,43,155553
"1456","5","2","7","3",717.74,28,222823
"1457","5","2","7","4",55.84,2,5417
"1458","5","2","7","5",403.75,21,52327
"1459","5","2","7","6",630.8,30,78258
"1460","5","2","7","7",12908.84,629,3311615
"1461","5","3","1","1",70.13,12,55595
"1462","5","3","1","2",17.58,1,8064
"1463","5","3","1","3",23.46,2,6214
"1464","5","3","1","4",11.23,1,8670
"1465","5","3","1","5",13.24,3,2138
"1466","5","3","1","6",47.61,5,12105
"1467","5","3","1","7",516.92,52,237894
"1468","5","3","2","1",112.86,11,25656
"1469","5","3","2","2",26.77,1,3915
"1470","5","3","2","3",25.69,7,41229
"1471","5","3","2","4",11.26,1,3468
"1472","5","3","2","5",23.55,3,2732
"1473","5","3","2","6",78.7,6,18099
"1474","5","3","2","7",811.57,79,331736
"1475","5","3","3","1",132.22,11,112977
"1476","5","3","3","2",32.33,2,5747
"1477","5","3","3","3",23.84,1,31442
"1478","5","3","3","4",12.19,1,2400
"1479","5","3","3","5",31.33,1,939
"1480","5","3","3","6",92.3,6,47618
"1481","5","3","3","7",907.35,49,208739
"1482","5","3","4","1",181.06,9,45410
"1483","5","3","4","2",46.47,0,0
"1484","5","3","4","3",29.81,0,0
"1485","5","3","4","4",9.02,0,0
"1486","5","3","4","5",31.21,6,44195
"1487","5","3","4","6",89.92,3,10382
"1488","5","3","4","7",1006.86,78,394123
"1489","5","3","5","1",232.21,9,86821
"1490","5","3","5","2",55.68,0,0
"1491","5","3","5","3",48.14,2,34624
"1492","5","3","5","4",12.63,0,0
"1493","5","3","5","5",52.17,2,3952
"1494","5","3","5","6",107.44,6,46145
"1495","5","3","5","7",1483.11,100,428965
"1496","5","3","6","1",502.26,23,107693
"1497","5","3","6","2",135.72,14,84314
"1498","5","3","6","3",140.08,5,9624
"1499","5","3","6","4",17.48,0,0
"1500","5","3","6","5",107.97,5,17978
"1501","5","3","6","6",143.88,11,27311
"1502","5","3","6","7",2975.44,151,795000
"1503","5","3","7","1",2312.76,107,695827
"1504","5","3","7","2",676.83,29,146054
"1505","5","3","7","3",748.35,33,169849
"1506","5","3","7","4",79.77,5,42430
"1507","5","3","7","5",504.39,18,66503
"1508","5","3","7","6",862.65,25,124101
"1509","5","3","7","7",14934.73,623,3079977
"1510","5","4","1","1",172.47,21,105510
"1511","5","4","1","2",26.09,0,0
"1512","5","4","1","3",30.77,5,40261
"1513","5","4","1","4",13.54,0,0
"1514","5","4","1","5",30.82,3,43190
"1515","5","4","1","6",104.04,9,25652
"1516","5","4","1","7",976.67,96,416965
"1517","5","4","2","1",269.84,31,271937
"1518","5","4","2","2",44.88,4,18343
"1519","5","4","2","3",43.45,4,16229
"1520","5","4","2","4",35.07,2,1770
"1521","5","4","2","5",48.57,7,18027
"1522","5","4","2","6",164.27,13,55542
"1523","5","4","2","7",1635.39,148,694647
"1524","5","4","3","1",324.35,21,81074
"1525","5","4","3","2",67.35,5,7762
"1526","5","4","3","3",35.51,2,2184
"1527","5","4","3","4",17.58,1,1500
"1528","5","4","3","5",49.59,6,12520
"1529","5","4","3","6",164.43,15,139115
"1530","5","4","3","7",1764.49,127,667523
"1531","5","4","4","1",328.35,21,88706
"1532","5","4","4","2",80.47,5,6326
"1533","5","4","4","3",56.09,3,5281
"1534","5","4","4","4",20.88,0,0
"1535","5","4","4","5",64.24,4,39255
"1536","5","4","4","6",174.1,9,57665
"1537","5","4","4","7",2013.76,108,506444
"1538","5","4","5","1",481.3,30,86157
"1539","5","4","5","2",130.83,4,41552
"1540","5","4","5","3",93.2,4,45751
"1541","5","4","5","4",21.78,1,2193
"1542","5","4","5","5",83.41,8,27643
"1543","5","4","5","6",228.49,12,113934
"1544","5","4","5","7",2950,172,893964
"1545","5","4","6","1",978.57,44,304384
"1546","5","4","6","2",284.51,12,110861
"1547","5","4","6","3",259.23,15,36007
"1548","5","4","6","4",36.88,0,0
"1549","5","4","6","5",179.94,6,57514
"1550","5","4","6","6",398.99,18,123132
"1551","5","4","6","7",5892.66,277,1707215
"1552","5","4","7","1",5091.56,187,1200157
"1553","5","4","7","2",1618.34,67,364718
"1554","5","4","7","3",1710.88,74,348802
"1555","5","4","7","4",166.09,4,7563
"1556","5","4","7","5",1098.94,50,223397
"1557","5","4","7","6",2288.5,62,240148
"1558","5","4","7","7",33264.15,1275,7294793
"1559","5","5","1","1",14.14,2,2676
"1560","5","5","1","2",3.98,2,9979
"1561","5","5","1","3",1.93,0,0
"1562","5","5","1","4",0.13,0,0
"1563","5","5","1","5",5.26,1,600
"1564","5","5","1","6",12.36,2,7638
"1565","5","5","1","7",112.56,14,61788
"1566","5","5","2","1",22.43,1,1825
"1567","5","5","2","2",6.47,0,0
"1568","5","5","2","3",3.74,0,0
"1569","5","5","2","4",3.6,0,0
"1570","5","5","2","5",4.65,0,0
"1571","5","5","2","6",19.16,1,1258
"1572","5","5","2","7",190.19,18,134628
"1573","5","5","3","1",28.65,3,2343
"1574","5","5","3","2",10.98,1,5762
"1575","5","5","3","3",5.65,0,0
"1576","5","5","3","4",2.86,0,0
"1577","5","5","3","5",6.91,1,956
"1578","5","5","3","6",26.36,2,11007
"1579","5","5","3","7",216.38,13,52061
"1580","5","5","4","1",41.28,1,4333
"1581","5","5","4","2",9.24,1,31442
"1582","5","5","4","3",9.24,1,1684
"1583","5","5","4","4",2.81,0,0
"1584","5","5","4","5",8.87,0,0
"1585","5","5","4","6",20.82,1,5368
"1586","5","5","4","7",248.1,15,106855
"1587","5","5","5","1",59.64,5,18003
"1588","5","5","5","2",13.54,0,0
"1589","5","5","5","3",9.66,1,31442
"1590","5","5","5","4",0.75,0,0
"1591","5","5","5","5",12.18,0,0
"1592","5","5","5","6",25.69,0,0
"1593","5","5","5","7",372.69,30,250211
"1594","5","5","6","1",136.9,12,96970
"1595","5","5","6","2",30.74,1,1503
"1596","5","5","6","3",38.5,3,35613
"1597","5","5","6","4",2.31,0,0
"1598","5","5","6","5",31.5,3,6302
"1599","5","5","6","6",39.79,3,34383
"1600","5","5","6","7",809.01,50,329961.75
"1601","5","5","7","1",593.04,21,123958
"1602","5","5","7","2",158.87,11,47492
"1603","5","5","7","3",196.15,9,30277
"1604","5","5","7","4",12.98,0,0
"1605","5","5","7","5",104.85,1,1978
"1606","5","5","7","6",194.9,4,10588
"1607","5","5","7","7",3439.9,166,847763.25
"1608","5","6","1","1",59.95,10,31740
"1609","5","6","1","2",8.18,0,0
"1610","5","6","1","3",7.13,1,2360
"1611","5","6","1","4",2.32,0,0
"1612","5","6","1","5",8.74,2,13931
"1613","5","6","1","6",25.54,3,32660
"1614","5","6","1","7",293.3,24,60587
"1615","5","6","2","1",93.52,11,25417
"1616","5","6","2","2",7.56,0,0
"1617","5","6","2","3",5.7,0,0
"1618","5","6","2","4",3.57,0,0
"1619","5","6","2","5",11.91,3,41995
"1620","5","6","2","6",70.7,3,11924
"1621","5","6","2","7",489.83,35,240820
"1622","5","6","3","1",104.27,8,51392
"1623","5","6","3","2",16,1,1363
"1624","5","6","3","3",9.16,2,4211
"1625","5","6","3","4",5.5,0,0
"1626","5","6","3","5",11.33,1,3759
"1627","5","6","3","6",58.02,3,10592
"1628","5","6","3","7",549.14,37,180113
"1629","5","6","4","1",103.11,8,23206
"1630","5","6","4","2",22.01,0,0
"1631","5","6","4","3",18.18,1,1955
"1632","5","6","4","4",3.26,0,0
"1633","5","6","4","5",15.31,2,5460
"1634","5","6","4","6",56.73,0,0
"1635","5","6","4","7",570.08,32,202831
"1636","5","6","5","1",129.17,5,14134
"1637","5","6","5","2",32.33,4,15546
"1638","5","6","5","3",31.2,1,2965
"1639","5","6","5","4",4.05,0,0
"1640","5","6","5","5",29.28,0,0
"1641","5","6","5","6",70.88,3,36493
"1642","5","6","5","7",841.81,41,219751
"1643","5","6","6","1",269.86,15,75377
"1644","5","6","6","2",82.85,3,5504
"1645","5","6","6","3",79.68,3,9347
"1646","5","6","6","4",6.7,0,0
"1647","5","6","6","5",64.77,3,13395
"1648","5","6","6","6",114.7,4,14816
"1649","5","6","6","7",1703.21,77,307288
"1650","5","6","7","1",1647.08,55,309988
"1651","5","6","7","2",477.62,23,155510
"1652","5","6","7","3",484.42,20,94528
"1653","5","6","7","4",35.59,1,31442
"1654","5","6","7","5",335.13,16,89775
"1655","5","6","7","6",731.98,10,57899
"1656","5","6","7","7",10188.09,387,2352293
"1657","5","7","1","1",2.25,0,0
"1658","5","7","1","2",0.09,0,0
"1659","5","7","1","3",0.9,0,0
"1660","5","7","1","5",0.73,0,0
"1661","5","7","1","6",3.46,0,0
"1662","5","7","1","7",25.93,2,4465
"1663","5","7","2","1",3.7,0,0
"1664","5","7","2","2",1.21,0,0
"1665","5","7","2","3",0.1,0,0
"1666","5","7","2","4",1.76,0,0
"1667","5","7","2","5",0.5,0,0
"1668","5","7","2","6",4.13,1,429
"1669","5","7","2","7",27.9,2,5216
"1670","5","7","3","1",3.23,0,0
"1671","5","7","3","2",1.61,0,0
"1672","5","7","3","3",0.4,0,0
"1673","5","7","3","5",0.7,0,0
"1674","5","7","3","6",5.43,1,1073
"1675","5","7","3","7",31.66,3,7305
"1676","5","7","4","1",4.29,1,626
"1677","5","7","4","2",3.47,0,0
"1678","5","7","4","3",1.49,0,0
"1679","5","7","4","4",0.01,0,0
"1680","5","7","4","5",3.31,0,0
"1681","5","7","4","6",3.27,0,0
"1682","5","7","4","7",38.06,3,4855
"1683","5","7","5","1",9.89,1,4125
"1684","5","7","5","2",1.5,0,0
"1685","5","7","5","3",0.2,0,0
"1686","5","7","5","4",1.36,0,0
"1687","5","7","5","5",1.77,0,0
"1688","5","7","5","6",2.74,0,0
"1689","5","7","5","7",48.23,2,2864
"1690","5","7","6","1",18.06,0,0
"1691","5","7","6","2",5.95,0,0
"1692","5","7","6","3",4.06,1,1140
"1693","5","7","6","4",2.81,0,0
"1694","5","7","6","5",2.7,1,5000
"1695","5","7","6","6",8.08,0,0
"1696","5","7","6","7",105.16,4,14546
"1697","5","7","7","1",86.76,1,913
"1698","5","7","7","2",36.79,3,6744
"1699","5","7","7","3",12.86,0,0
"1700","5","7","7","4",6.69,0,0
"1701","5","7","7","5",21.03,0,0
"1702","5","7","7","6",38.27,0,0
"1703","5","7","7","7",687.23,15,79549
